User_ID,Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
18525278,13.0,female,29,171.0,69.0,4.0,81.0,39.3
11543359,40.0,female,25,153.0,50.0,9.0,89.0,39.8
13839615,90.0,male,24,189.0,97.0,18.0,99.0,40.5
11367895,118.0,female,55,158.0,56.0,18.0,105.0,40.2
16751791,119.0,female,45,148.0,52.0,21.0,98.0,40.2
15833595,28.0,female,39,163.0,65.0,7.0,85.0,39.6
11439816,70.0,male,55,185.0,86.0,12.0,96.0,40.1
14604646,120.0,male,67,188.0,90.0,15.0,106.0,40.3
13592166,49.0,female,24,158.0,54.0,11.0,90.0,39.7
11775747,36.0,female,58,173.0,69.0,8.0,87.0,39.7
11334927,11.0,female,45,147.0,48.0,3.0,80.0,38.3
17120658,20.0,female,50,148.0,55.0,4.0,92.0,38.7
15596079,187.0,male,55,179.0,79.0,24.0,110.0,40.6
19088230,124.0,female,30,178.0,77.0,21.0,106.0,40.8
15450109,61.0,female,65,177.0,69.0,11.0,96.0,39.9
19581331,131.0,female,34,143.0,51.0,21.0,105.0,40.7
10414683,159.0,female,56,157.0,61.0,24.0,106.0,40.6
12903799,200.0,female,32,162.0,55.0,29.0,112.0,41.1
16997918,5.0,male,31,164.0,68.0,3.0,78.0,38.8
18446454,230.0,male,74,189.0,99.0,28.0,104.0,41.0
13173787,9.0,female,25,157.0,54.0,3.0,76.0,38.4
12058874,3.0,female,33,154.0,54.0,1.0,78.0,37.7
17477715,49.0,female,22,176.0,66.0,12.0,89.0,40.3
18700525,28.0,male,29,180.0,82.0,10.0,85.0,39.9
10598444,135.0,female,34,178.0,72.0,23.0,104.0,40.9
14030207,52.0,male,30,184.0,79.0,12.0,95.0,40.1
12334746,63.0,male,42,204.0,105.0,13.0,91.0,40.2
17028157,61.0,male,43,197.0,99.0,11.0,96.0,40.0
18281071,56.0,male,73,193.0,97.0,10.0,87.0,40.0
11282393,130.0,female,66,151.0,57.0,21.0,100.0,40.7
11772753,78.0,male,39,194.0,95.0,14.0,98.0,40.3
16325355,110.0,female,42,162.0,66.0,21.0,96.0,40.4
18749482,36.0,male,23,191.0,88.0,10.0,91.0,39.7
15367074,6.0,male,37,194.0,94.0,2.0,83.0,38.1
14881120,80.0,female,30,148.0,53.0,18.0,89.0,40.5
14195273,52.0,male,20,176.0,78.0,18.0,89.0,40.4
15914742,145.0,female,44,164.0,60.0,23.0,105.0,40.8
16738758,169.0,female,58,167.0,64.0,26.0,105.0,40.5
13327895,181.0,male,43,178.0,77.0,27.0,107.0,40.9
17410010,167.0,male,77,176.0,82.0,23.0,99.0,40.6
16109389,95.0,female,25,159.0,57.0,17.0,101.0,40.4
13503519,109.0,male,20,183.0,86.0,21.0,103.0,40.7
17825931,25.0,female,28,152.0,52.0,6.0,86.0,39.2
19413220,28.0,female,23,169.0,68.0,8.0,83.0,39.9
16491591,13.0,male,38,176.0,79.0,3.0,92.0,38.5
16645876,181.0,female,67,170.0,66.0,26.0,108.0,40.8
19358962,77.0,female,20,164.0,66.0,16.0,96.0,40.5
19612729,4.0,female,30,154.0,55.0,1.0,86.0,37.5
18059709,97.0,female,50,179.0,73.0,17.0,100.0,40.0
17461037,176.0,female,70,156.0,56.0,23.0,113.0,40.8
14739649,42.0,male,71,178.0,85.0,8.0,87.0,39.8
12660464,121.0,female,27,160.0,56.0,18.0,111.0,40.4
14769784,152.0,male,43,181.0,83.0,25.0,102.0,40.4
18162400,91.0,female,70,160.0,64.0,15.0,99.0,40.0
18431947,139.0,female,57,178.0,73.0,23.0,102.0,40.3
19585116,13.0,female,28,171.0,68.0,3.0,90.0,38.6
16438829,36.0,female,43,168.0,61.0,8.0,89.0,39.7
14065836,9.0,female,39,165.0,66.0,3.0,76.0,38.5
16959072,110.0,male,37,158.0,63.0,20.0,103.0,40.5
17545128,96.0,male,23,182.0,85.0,18.0,103.0,40.5
12249672,14.0,male,32,185.0,89.0,4.0,88.0,38.6
15594158,7.0,male,67,181.0,85.0,2.0,76.0,37.9
13236944,138.0,male,53,189.0,91.0,20.0,103.0,40.5
14418662,49.0,male,66,198.0,97.0,10.0,85.0,39.8
10618260,11.0,male,31,176.0,72.0,4.0,86.0,39.1
11438716,82.0,female,39,159.0,61.0,17.0,92.0,40.1
11848363,36.0,male,27,166.0,65.0,13.0,88.0,40.3
14514818,142.0,female,38,150.0,50.0,25.0,99.0,40.6
14709578,124.0,female,41,167.0,65.0,22.0,100.0,40.7
19440233,57.0,female,23,145.0,44.0,12.0,92.0,40.0
16463021,137.0,male,38,170.0,77.0,19.0,112.0,40.3
16961922,78.0,female,36,161.0,58.0,17.0,90.0,40.2
10491902,127.0,male,26,194.0,92.0,22.0,104.0,40.6
19912651,6.0,male,25,181.0,82.0,3.0,81.0,38.7
13165267,74.0,male,33,188.0,90.0,14.0,99.0,40.1
10979333,28.0,female,21,173.0,66.0,7.0,88.0,39.2
12437699,173.0,female,28,154.0,56.0,28.0,106.0,40.4
11240632,17.0,male,52,186.0,90.0,5.0,80.0,38.7
15987630,5.0,male,35,194.0,95.0,2.0,79.0,38.6
14178497,82.0,male,56,182.0,87.0,16.0,91.0,39.9
19050083,24.0,female,56,163.0,59.0,5.0,89.0,38.7
10359693,112.0,female,22,160.0,60.0,19.0,105.0,40.4
19749901,32.0,female,22,182.0,74.0,9.0,85.0,39.8
10307545,111.0,female,39,174.0,69.0,23.0,93.0,41.1
15529573,167.0,male,29,178.0,81.0,28.0,106.0,40.9
15848505,200.0,male,25,190.0,91.0,29.0,112.0,40.8
14810201,138.0,female,57,160.0,62.0,22.0,103.0,40.3
13667533,85.0,male,64,177.0,81.0,15.0,93.0,40.0
10458722,8.0,male,45,193.0,93.0,2.0,87.0,38.4
12310632,62.0,female,75,157.0,58.0,11.0,93.0,40.2
16715070,89.0,male,34,180.0,78.0,17.0,100.0,40.4
12201712,108.0,female,22,155.0,53.0,17.0,108.0,40.4
17582299,27.0,female,23,164.0,55.0,6.0,91.0,39.5
13502542,55.0,male,79,172.0,76.0,9.0,92.0,39.8
18198579,53.0,male,67,181.0,84.0,9.0,93.0,39.9
14364172,141.0,female,36,163.0,67.0,27.0,97.0,40.7
11403094,113.0,male,69,192.0,100.0,17.0,95.0,40.3
13018937,16.0,female,25,164.0,62.0,4.0,86.0,38.8
18063920,12.0,male,27,188.0,92.0,4.0,85.0,38.9
10182990,57.0,male,76,203.0,106.0,8.0,95.0,39.3
12699813,28.0,male,56,198.0,99.0,6.0,86.0,39.2
13705532,82.0,female,24,174.0,63.0,17.0,95.0,40.3
14107597,31.0,male,23,183.0,81.0,10.0,89.0,39.9
18262263,77.0,female,41,156.0,61.0,14.0,98.0,39.9
14074779,8.0,male,42,194.0,91.0,3.0,79.0,38.6
16162192,27.0,male,55,192.0,93.0,6.0,86.0,39.1
12729324,33.0,female,51,180.0,76.0,8.0,86.0,39.3
18270445,168.0,female,76,167.0,65.0,26.0,102.0,40.9
10328467,24.0,male,30,194.0,101.0,8.0,83.0,39.4
10929150,139.0,male,49,202.0,102.0,20.0,103.0,40.4
13790993,107.0,male,27,185.0,85.0,18.0,106.0,39.8
19204077,96.0,male,70,177.0,82.0,16.0,93.0,40.2
16292172,112.0,male,33,189.0,92.0,18.0,105.0,40.3
16901935,144.0,female,20,175.0,74.0,24.0,108.0,40.8
14888540,118.0,male,59,191.0,89.0,21.0,93.0,40.7
16666826,39.0,male,29,184.0,89.0,12.0,87.0,40.5
18492934,90.0,female,34,186.0,72.0,17.0,99.0,40.6
19922074,79.0,female,32,160.0,59.0,15.0,97.0,40.2
14357161,200.0,male,33,196.0,99.0,28.0,110.0,40.5
13674260,19.0,female,44,151.0,56.0,4.0,91.0,38.9
14445902,56.0,male,60,188.0,94.0,10.0,92.0,39.8
11270418,49.0,female,23,169.0,67.0,13.0,86.0,39.8
14056325,226.0,male,78,174.0,77.0,28.0,105.0,40.8
19626098,180.0,female,32,160.0,57.0,27.0,110.0,40.7
12768264,103.0,male,23,171.0,68.0,23.0,100.0,40.5
17345083,173.0,female,26,176.0,69.0,28.0,108.0,40.8
13066276,101.0,male,55,217.0,126.0,17.0,91.0,40.4
12655008,56.0,male,21,182.0,85.0,15.0,93.0,40.6
12922230,76.0,male,32,177.0,76.0,17.0,96.0,40.5
14106575,71.0,male,24,193.0,99.0,20.0,89.0,40.2
17029728,3.0,female,31,169.0,69.0,1.0,74.0,37.6
18021141,17.0,female,34,160.0,62.0,4.0,87.0,38.6
13997991,108.0,female,26,156.0,56.0,20.0,99.0,40.8
17146894,155.0,female,20,179.0,76.0,26.0,108.0,41.2
15511322,27.0,female,75,167.0,70.0,6.0,84.0,39.4
17685425,46.0,male,22,189.0,89.0,13.0,91.0,40.2
15974500,43.0,female,24,148.0,52.0,13.0,79.0,39.8
17946518,183.0,female,50,166.0,62.0,26.0,111.0,40.5
16212488,18.0,female,61,149.0,52.0,4.0,85.0,38.8
10201619,76.0,male,23,184.0,81.0,15.0,102.0,40.3
11004522,115.0,male,43,183.0,82.0,21.0,98.0,40.7
10678968,45.0,male,35,175.0,77.0,12.0,90.0,40.1
16297888,206.0,male,64,209.0,107.0,23.0,111.0,40.7
19947156,59.0,female,33,163.0,55.0,12.0,93.0,40.0
15536214,46.0,male,21,176.0,75.0,17.0,88.0,40.0
10815078,173.0,female,68,169.0,70.0,28.0,101.0,41.3
16082376,30.0,female,68,150.0,53.0,8.0,76.0,39.8
18878065,67.0,male,42,174.0,74.0,15.0,93.0,40.1
15772788,223.0,female,77,160.0,59.0,30.0,110.0,40.8
10123661,89.0,male,28,187.0,85.0,23.0,92.0,40.2
13650851,84.0,male,39,188.0,88.0,16.0,97.0,40.6
16299581,7.0,female,62,177.0,76.0,2.0,80.0,37.8
12195790,66.0,female,29,163.0,62.0,13.0,96.0,39.7
18409171,32.0,female,30,167.0,64.0,7.0,91.0,39.5
12052192,192.0,male,69,190.0,93.0,24.0,105.0,40.5
13463250,105.0,male,44,186.0,93.0,21.0,93.0,40.4
10410146,87.0,female,20,162.0,59.0,18.0,95.0,40.6
11789633,147.0,male,27,198.0,105.0,21.0,110.0,40.7
15704485,17.0,male,36,206.0,103.0,5.0,84.0,39.0
18657112,37.0,female,64,153.0,52.0,7.0,91.0,39.2
14336161,9.0,female,36,153.0,57.0,2.0,91.0,38.6
11788968,21.0,female,25,153.0,54.0,5.0,87.0,38.9
15701030,8.0,female,31,177.0,71.0,2.0,85.0,37.2
10421422,70.0,female,52,161.0,64.0,16.0,86.0,40.3
18996345,156.0,male,55,184.0,90.0,21.0,106.0,40.7
16867670,264.0,male,79,181.0,90.0,27.0,114.0,40.7
14889237,125.0,male,45,190.0,99.0,18.0,105.0,40.6
19715870,89.0,female,22,190.0,79.0,19.0,96.0,40.3
17207496,184.0,female,41,162.0,60.0,30.0,104.0,41.3
16016396,110.0,male,62,195.0,97.0,19.0,92.0,40.2
12352451,94.0,female,41,148.0,54.0,16.0,101.0,40.5
11250457,237.0,male,31,171.0,75.0,27.0,125.0,40.7
12912049,88.0,female,49,153.0,58.0,15.0,100.0,39.9
11501061,199.0,female,41,169.0,62.0,29.0,111.0,41.0
12319687,177.0,male,62,180.0,83.0,27.0,99.0,40.8
19814348,155.0,female,41,184.0,80.0,25.0,107.0,40.6
10098080,168.0,male,25,175.0,78.0,28.0,108.0,40.9
18434125,146.0,male,25,198.0,93.0,23.0,108.0,40.8
19354067,46.0,female,43,154.0,55.0,10.0,89.0,39.8
19810348,98.0,male,46,182.0,84.0,17.0,99.0,40.4
16713463,126.0,female,40,162.0,66.0,22.0,101.0,40.9
17946612,7.0,male,28,191.0,89.0,2.0,90.0,38.4
15327142,7.0,male,31,193.0,95.0,2.0,86.0,38.6
15537652,116.0,female,67,154.0,57.0,20.0,96.0,40.6
15655031,63.0,female,44,196.0,94.0,15.0,90.0,40.3
13811314,165.0,male,50,184.0,83.0,27.0,100.0,40.9
12658410,17.0,male,52,203.0,100.0,4.0,85.0,38.9
16821677,42.0,male,71,210.0,121.0,6.0,94.0,39.1
13450973,15.0,male,73,184.0,88.0,3.0,85.0,38.3
13538857,180.0,male,43,195.0,95.0,26.0,106.0,40.7
16469424,44.0,female,30,151.0,54.0,9.0,93.0,39.7
12607296,151.0,male,61,184.0,86.0,22.0,101.0,40.8
19576866,20.0,male,49,188.0,94.0,5.0,85.0,39.0
18203033,92.0,female,28,160.0,53.0,15.0,105.0,39.9
11058573,22.0,male,48,193.0,96.0,5.0,88.0,39.1
14333424,223.0,male,78,184.0,86.0,26.0,107.0,40.6
16903912,43.0,male,38,171.0,70.0,9.0,97.0,39.5
17268858,236.0,male,79,179.0,91.0,27.0,107.0,40.4
18346211,183.0,male,71,199.0,104.0,22.0,105.0,40.7
16300147,61.0,male,30,184.0,81.0,14.0,95.0,40.2
17955366,16.0,male,56,173.0,73.0,4.0,85.0,38.4
14250379,201.0,female,30,168.0,65.0,29.0,114.0,40.9
10770371,13.0,female,21,174.0,73.0,3.0,93.0,38.2
10304544,40.0,female,63,175.0,72.0,9.0,86.0,39.2
11262413,25.0,male,69,190.0,96.0,4.0,93.0,38.8
13652218,90.0,female,29,175.0,72.0,21.0,90.0,40.6
14551120,69.0,female,44,168.0,67.0,19.0,81.0,40.5
14425719,101.0,female,43,152.0,54.0,19.0,95.0,40.5
11656668,28.0,male,20,188.0,89.0,7.0,95.0,39.3
13488942,216.0,male,49,203.0,104.0,28.0,108.0,40.9
11705371,117.0,female,61,156.0,61.0,19.0,101.0,40.5
11908567,10.0,male,20,190.0,83.0,4.0,86.0,38.8
15381308,117.0,male,42,182.0,82.0,19.0,103.0,40.2
11886358,81.0,female,36,166.0,71.0,15.0,99.0,40.4
18409323,54.0,male,41,164.0,68.0,13.0,92.0,39.9
13226546,16.0,female,37,166.0,66.0,4.0,85.0,38.9
12094559,29.0,female,42,166.0,69.0,8.0,81.0,39.4
12432246,91.0,male,31,184.0,89.0,15.0,105.0,39.9
10319374,102.0,male,24,194.0,94.0,17.0,106.0,40.3
12393367,117.0,female,35,184.0,79.0,21.0,102.0,40.4
13924806,39.0,female,52,149.0,54.0,9.0,85.0,39.5
17533281,24.0,male,22,200.0,96.0,9.0,84.0,40.0
12337351,57.0,male,57,171.0,78.0,14.0,85.0,40.0
19168761,99.0,male,22,179.0,78.0,20.0,102.0,40.3
10570155,191.0,male,28,198.0,98.0,26.0,113.0,40.6
19098885,186.0,female,29,162.0,62.0,28.0,111.0,40.8
10497000,150.0,female,59,171.0,71.0,26.0,99.0,40.8
18067287,125.0,female,57,178.0,78.0,21.0,102.0,40.9
16533301,10.0,female,32,165.0,61.0,3.0,79.0,38.6
13092026,30.0,male,29,170.0,69.0,10.0,88.0,39.7
17532051,116.0,female,31,158.0,64.0,24.0,94.0,40.4
10976200,122.0,male,34,177.0,75.0,23.0,101.0,40.8
15191383,33.0,male,24,167.0,66.0,13.0,87.0,40.2
11410828,50.0,male,72,186.0,94.0,9.0,88.0,39.9
19874640,35.0,female,33,157.0,64.0,9.0,85.0,40.0
16734340,109.0,male,34,177.0,78.0,22.0,98.0,40.9
12651111,166.0,male,67,193.0,97.0,22.0,102.0,40.7
13255460,133.0,female,23,165.0,66.0,24.0,102.0,40.6
13433819,91.0,female,30,170.0,62.0,18.0,96.0,40.5
16507298,7.0,male,54,178.0,85.0,3.0,74.0,38.3
17117423,99.0,female,49,175.0,70.0,17.0,101.0,40.5
11367314,164.0,female,40,173.0,71.0,26.0,107.0,40.8
13667261,104.0,female,39,151.0,53.0,18.0,100.0,40.7
15395918,172.0,male,22,187.0,85.0,26.0,112.0,40.9
14294695,71.0,male,61,184.0,91.0,13.0,91.0,40.0
15344112,127.0,male,42,188.0,92.0,22.0,99.0,40.6
14036783,151.0,male,40,162.0,64.0,22.0,111.0,40.4
12927376,56.0,male,42,191.0,87.0,15.0,86.0,40.2
19066888,95.0,female,36,138.0,41.0,17.0,97.0,40.1
12774794,6.0,female,38,168.0,66.0,2.0,78.0,38.5
19298349,197.0,female,51,171.0,72.0,30.0,108.0,41.1
15497678,54.0,female,25,169.0,68.0,11.0,96.0,40.1
17476522,141.0,female,24,171.0,66.0,24.0,105.0,40.6
13401822,46.0,female,24,166.0,63.0,8.0,103.0,39.5
19315734,8.0,female,61,153.0,52.0,2.0,81.0,37.9
12380649,138.0,male,26,195.0,86.0,26.0,102.0,40.7
11342915,42.0,female,58,151.0,56.0,8.0,92.0,39.5
12690065,66.0,male,26,187.0,91.0,15.0,95.0,40.1
16250882,85.0,female,22,162.0,56.0,17.0,96.0,40.6
19414696,8.0,male,30,182.0,88.0,4.0,78.0,39.1
12503559,60.0,male,34,175.0,76.0,15.0,92.0,40.3
16096592,71.0,male,25,180.0,83.0,17.0,95.0,41.0
14551181,20.0,female,55,155.0,54.0,5.0,81.0,39.0
10258535,203.0,male,59,173.0,79.0,27.0,107.0,40.4
18765455,85.0,female,29,148.0,46.0,18.0,91.0,40.3
13970593,140.0,male,26,199.0,96.0,26.0,101.0,40.9
19371363,54.0,female,59,148.0,51.0,10.0,93.0,39.7
10939831,22.0,female,43,161.0,61.0,5.0,88.0,39.0
17868530,81.0,female,72,172.0,72.0,13.0,101.0,40.1
10578173,48.0,male,22,188.0,92.0,11.0,96.0,39.6
14786034,117.0,male,49,178.0,81.0,21.0,97.0,40.8
12053690,138.0,female,39,173.0,69.0,24.0,102.0,41.0
14242763,26.0,female,25,156.0,59.0,6.0,89.0,39.2
16406005,125.0,male,66,181.0,86.0,18.0,100.0,40.4
11882329,83.0,female,69,167.0,63.0,14.0,98.0,40.2
13025905,109.0,female,47,172.0,75.0,19.0,101.0,40.5
16666021,103.0,female,75,161.0,69.0,19.0,93.0,40.3
16870681,95.0,female,28,154.0,52.0,20.0,92.0,40.7
19118405,6.0,male,50,171.0,74.0,2.0,82.0,38.1
15956214,83.0,female,38,163.0,70.0,17.0,94.0,40.4
14269819,12.0,male,28,178.0,82.0,4.0,87.0,38.7
13700520,31.0,female,42,150.0,52.0,6.0,94.0,39.4
19325095,174.0,female,65,168.0,66.0,24.0,111.0,40.6
19165165,67.0,male,73,197.0,100.0,10.0,94.0,40.0
10752958,177.0,female,37,166.0,65.0,28.0,107.0,40.8
16324636,53.0,female,73,165.0,66.0,10.0,92.0,40.0
11440528,104.0,male,33,188.0,84.0,18.0,103.0,40.7
11182952,40.0,female,56,158.0,54.0,8.0,90.0,39.3
17575045,50.0,male,66,182.0,86.0,9.0,91.0,39.5
14905389,26.0,female,47,168.0,70.0,7.0,82.0,39.5
12825749,4.0,female,40,176.0,72.0,1.0,84.0,37.9
18471332,92.0,female,30,153.0,56.0,20.0,91.0,40.4
18422331,25.0,male,72,177.0,79.0,6.0,81.0,39.1
19485845,156.0,male,25,177.0,78.0,26.0,108.0,40.9
10929122,31.0,female,34,164.0,69.0,8.0,85.0,39.1
18678172,95.0,male,30,199.0,99.0,16.0,103.0,40.3
14595307,34.0,female,27,171.0,64.0,8.0,89.0,39.6
17502441,53.0,female,33,176.0,68.0,11.0,94.0,39.7
17641244,122.0,male,28,199.0,96.0,21.0,103.0,40.2
16691239,193.0,male,45,191.0,95.0,28.0,105.0,41.0
11111780,31.0,female,45,183.0,72.0,7.0,89.0,39.7
11184586,121.0,female,74,167.0,72.0,19.0,102.0,40.5
11292568,158.0,female,31,174.0,69.0,27.0,104.0,41.1
19650071,64.0,male,38,182.0,88.0,15.0,91.0,40.1
12438971,55.0,male,49,180.0,82.0,13.0,88.0,39.6
15450960,101.0,female,21,159.0,62.0,21.0,95.0,40.4
11312610,8.0,male,23,195.0,97.0,3.0,83.0,38.5
11675167,75.0,female,72,168.0,66.0,13.0,96.0,40.1
12529768,135.0,female,73,141.0,47.0,22.0,97.0,40.8
13695538,181.0,male,20,198.0,104.0,30.0,106.0,40.8
19056516,47.0,female,55,161.0,63.0,9.0,93.0,39.9
13139047,148.0,male,33,174.0,82.0,24.0,106.0,40.4
14896640,38.0,male,71,202.0,111.0,7.0,85.0,39.5
11585623,84.0,male,67,188.0,98.0,15.0,89.0,40.2
12903517,183.0,female,21,165.0,59.0,27.0,113.0,40.7
17308074,28.0,female,31,153.0,52.0,6.0,91.0,39.2
19072496,147.0,female,76,142.0,49.0,23.0,99.0,40.5
15856282,148.0,male,42,183.0,88.0,22.0,106.0,40.3
16394743,170.0,female,65,149.0,50.0,25.0,105.0,40.4
19822091,178.0,male,47,177.0,84.0,27.0,104.0,41.0
13726063,174.0,male,28,172.0,81.0,25.0,113.0,40.7
16262453,108.0,female,32,158.0,57.0,19.0,101.0,40.4
13235384,84.0,female,79,156.0,55.0,16.0,89.0,40.4
15159801,163.0,female,26,160.0,56.0,27.0,105.0,41.0
18248059,28.0,male,32,186.0,85.0,8.0,88.0,39.5
12895751,167.0,female,36,161.0,57.0,26.0,107.0,40.7
17811582,108.0,male,21,189.0,90.0,23.0,99.0,40.5
17278224,65.0,female,44,167.0,67.0,13.0,94.0,39.9
19105462,183.0,male,27,186.0,93.0,25.0,114.0,40.9
10018548,71.0,female,33,163.0,59.0,14.0,95.0,40.3
16465615,4.0,female,33,175.0,75.0,1.0,85.0,38.0
18362272,210.0,female,73,174.0,72.0,28.0,113.0,41.2
16579928,104.0,male,36,186.0,85.0,20.0,98.0,40.3
10324121,143.0,female,52,148.0,55.0,22.0,105.0,40.5
19231848,36.0,female,53,175.0,70.0,8.0,88.0,39.4
13586767,149.0,female,37,166.0,61.0,25.0,103.0,40.7
11519327,58.0,female,63,168.0,69.0,12.0,89.0,40.0
12547908,20.0,female,36,177.0,73.0,5.0,87.0,39.0
10758572,30.0,female,30,148.0,52.0,7.0,88.0,39.2
13645476,97.0,male,43,178.0,82.0,16.0,102.0,40.0
16092974,126.0,male,69,183.0,91.0,21.0,92.0,40.3
13027788,110.0,female,49,164.0,63.0,18.0,103.0,40.3
15488118,126.0,male,50,172.0,77.0,21.0,100.0,40.4
19750901,166.0,female,49,152.0,53.0,26.0,104.0,40.7
19694480,177.0,female,55,169.0,66.0,28.0,104.0,40.9
18810052,94.0,female,46,168.0,62.0,18.0,95.0,40.5
16802167,39.0,male,37,172.0,74.0,9.0,94.0,39.3
19924356,35.0,female,51,149.0,49.0,8.0,84.0,39.6
12957085,99.0,female,20,166.0,65.0,20.0,97.0,40.5
18401140,86.0,female,79,161.0,62.0,15.0,94.0,39.6
17317901,15.0,male,59,202.0,100.0,3.0,87.0,38.5
16872733,49.0,female,66,175.0,77.0,10.0,90.0,39.9
13344313,153.0,male,64,186.0,92.0,21.0,102.0,40.2
13882622,139.0,male,25,200.0,103.0,24.0,103.0,40.8
17862032,66.0,male,59,182.0,81.0,15.0,86.0,40.0
16031078,52.0,male,60,187.0,87.0,13.0,82.0,40.2
17131147,148.0,male,34,192.0,87.0,24.0,105.0,41.2
